"Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"Knipolegus aterrimus","Tyrannidae","Passeriformes","22","9","12","1","5","19.6","10.6","5.0","4.6","23.4","82.9","13.8","68.9","16.8","74.8","20.2","Dunning","NA","NO","NA","NA","Shrubland","2","2","Carnivore","Invertivore","Insessorial","-45.37","-6.49","-32.24","-66.80","1425111.54","Extant"
"Knipolegus cyanirostris","Tyrannidae","Passeriformes","6","2","4","0","4","16.7","9.9","5.1","4.0","18.8","76.6","14.0","62.6","18.2","66.3","15.4","Dunning","NA","NO","NA","NA","Forest","2","2","Carnivore","Invertivore","Insessorial","-34.98","-16.34","-25.82","-50.77","1578990.48","Extant"
"Knipolegus franciscanus","Tyrannidae","Passeriformes","4","0","4","0","4","12.9","9.2","5.2","4.6","20.9","85.7","15.5","70.2","18.2","73.3","20.5","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Invertivore","Insessorial","-17.44","-10.58","-14.60","-45.39","88032.64","Extant"
"Knipolegus hudsoni","Tyrannidae","Passeriformes","6","2","4","0","4","17.3","9.1","4.8","4.0","20.2","70.6","14.7","55.9","20.8","68.2","13.8","Dunning","NA","NO","NA","NA","Shrubland","2","3","Carnivore","Invertivore","Insessorial","-41.17","-31.18","-36.38","-65.78","558563.59","Extant"
"Knipolegus lophotes","Tyrannidae","Passeriformes","9","3","6","0","4","22.3","13.3","5.8","5.3","22.8","116.5","30.8","85.8","26.4","91.7","31.8","Dunning","NA","NO","NA","NA","Shrubland","3","1","Carnivore","Invertivore","Insessorial","-34.98","-9.97","-21.21","-49.27","1319771.82","Extant"
"Knipolegus nigerrimus","Tyrannidae","Passeriformes","7","4","3","0","4","18.9","11.0","5.6","5.0","23.3","95.4","19.8","75.6","20.7","74.2","20.3","Dunning","NA","NO","NA","NA","Forest","3","2","Carnivore","Invertivore","Insessorial","-29.20","-3.17","-18.13","-44.94","789107.65","Extant"
"Knipolegus orenocensis","Tyrannidae","Passeriformes","4","1","3","0","4","16.8","9.9","5.3","4.0","20.1","71.8","12.5","59.2","17.4","67.2","19.0","Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Insessorial","-15.39","8.23","-3.56","-61.70","527873.68","Extant"
"Knipolegus poecilocercus","Tyrannidae","Passeriformes","4","3","1","0","4","14.2","8.6","5.1","3.9","17.5","66.2","10.9","55.4","16.4","57.2","14.3","Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-12.34","8.36","0.67","-63.54","1167038.38","Extant"
"Knipolegus poecilurus","Tyrannidae","Passeriformes","8","1","3","4","4","14.8","9.3","4.9","3.8","17.7","76.4","16.8","59.9","21.9","64.2","14.6","Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-18.32","11.12","-1.11","-70.51","524563.47","Extant"
"Knipolegus signatus","Tyrannidae","Passeriformes","7","5","2","0","4","18.2","9.8","6.0","4.2","20.1","79.3","16.6","62.8","20.9","70.0","17.8","Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-28.50","-4.20","-16.74","-68.85","131939.50","Extant"
"Knipolegus striaticeps","Tyrannidae","Passeriformes","9","5","4","0","4","15.3","8.0","3.9","3.3","19.6","57.0","10.8","46.5","18.9","58.4","11.0","Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Insessorial","-33.09","-16.45","-23.86","-61.94","946873.17","Extant"
"Lathrotriccus euleri","Tyrannidae","Passeriformes","23","5","11","7","6","14.4","7.8","5.3","3.8","14.5","62.2","12.6","48.5","20.6","58.0","11.3","Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Invertivore","Insessorial","-35.29","10.84","-12.65","-55.87","10271696.23","Extant"
"Lathrotriccus griseipectus","Tyrannidae","Passeriformes","4","2","2","0","4","12.3","7.4","4.2","3.9","14.9","60.2","9.2","51.0","15.4","57.5","11.0","Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Invertivore","Insessorial","-5.98","-1.57","-3.86","-79.96","13751.82","Extant"
"Legatus leucophaius","Tyrannidae","Passeriformes","16","8","6","2","6","13.0","8.3","6.3","4.6","15.1","78.5","20.1","59.2","25.5","55.2","22.2","Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-29.70","21.59","-6.02","-61.43","11371457.31","Extant"
"Leptopogon amaurocephalus","Tyrannidae","Passeriformes","38","5","10","23","7","13.8","8.9","3.8","4.0","14.5","62.7","11.7","50.9","18.7","55.3","11.7","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-29.94","19.14","-10.23","-58.60","8060136.76","Extant"
"Leptopogon rufipectus","Tyrannidae","Passeriformes","18","5","6","7","4","14.3","7.8","3.8","3.8","15.5","67.0","11.3","55.2","17.0","61.1","13.4","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-5.99","8.10","4.33","-74.49","100544.65","Extant"
"Leptopogon superciliaris","Tyrannidae","Passeriformes","39","8","15","16","8","14.3","8.7","4.0","3.9","15.7","64.6","11.7","53.1","18.1","60.1","11.7","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-18.50","10.88","-2.44","-73.81","615519.02","Extant"
"Leptopogon taczanowskii","Tyrannidae","Passeriformes","10","5","4","1","4","11.8","7.1","3.7","3.6","15.1","64.6","12.0","52.5","18.5","62.5","11.5","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-13.50","-5.28","-9.98","-75.28","86306.02","Extant"
"Lessonia oreas","Tyrannidae","Passeriformes","9","4","5","0","4","13.6","6.9","3.1","2.7","21.8","79.3","17.7","61.4","22.4","48.5","13.8","Dunning","NA","NO","NA","NA","Wetland","3","2","Carnivore","Invertivore","Generalist","-30.68","-9.65","-20.09","-68.69","831919.21","Extant"
"Lessonia rufa","Tyrannidae","Passeriformes","10","5","5","0","4","13.6","6.8","3.0","2.4","21.9","72.3","18.0","54.9","24.7","44.2","13.4","Dunning","NA","NO","NA","NA","Wetland","3","3","Carnivore","Invertivore","Terrestrial","-55.98","-31.15","-43.94","-69.81","1305752.32","Extant"
"Lophotriccus eulophotes","Tyrannidae","Passeriformes","5","0","1","4","1","11.0","7.1","3.9","2.9","14.9","46.6","8.1","38.5","17.4","38.4","6.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-12.82","-7.42","-9.61","-69.59","328683.83","Extant"
"Lophotriccus galeatus","Tyrannidae","Passeriformes","4","2","2","0","4","11.8","7.0","3.8","3.0","15.3","42.5","7.3","35.2","17.2","36.5","6.6","Dunning","NA","NO","NA","NA","Human Modified","2","1","Carnivore","Invertivore","Insessorial","-10.09","10.77","0.99","-60.14","2884993.06","Extant"
"Lophotriccus pileatus","Tyrannidae","Passeriformes","7","0","2","5","5","13.2","6.6","3.6","2.8","15.1","48.9","7.6","41.3","15.7","39.3","7.5","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-14.45","15.64","-1.34","-75.64","475468.12","Extant"
"Lophotriccus vitiosus","Tyrannidae","Passeriformes","4","2","2","0","4","11.6","7.6","3.9","3.0","14.3","47.2","4.8","42.4","10.3","35.5","6.7","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-11.34","6.90","-1.50","-66.54","2198953.70","Extant"
"Machetornis rixosa","Tyrannidae","Passeriformes","6","2","4","0","4","22.2","13.8","5.6","5.0","29.8","93.8","16.9","76.7","18.0","77.4","29.6","Dunning","NA","NO","NA","NA","Grassland","3","1","Carnivore","Invertivore","Terrestrial","-36.95","12.45","-16.02","-55.56","6805756.60","Extant"
"Mecocerculus calopterus","Tyrannidae","Passeriformes","5","1","1","3","4","11.3","5.8","3.0","2.5","17.1","51.2","9.3","41.9","18.1","46.0","7.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-7.98","0.61","-4.87","-78.88","58759.68","Extant"
"Mecocerculus hellmayri","Tyrannidae","Passeriformes","10","5","5","0","3","9.4","5.1","2.8","2.9","16.9","56.3","9.0","47.3","16.1","45.9","8.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-24.73","-13.66","-18.92","-65.61","69941.23","Extant"
"Mecocerculus leucophrys","Tyrannidae","Passeriformes","16","6","7","3","2","15.4","8.3","3.8","3.4","20.6","64.9","10.1","54.0","16.6","67.1","11.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-30.08","10.92","-5.80","-70.68","885630.60","Extant"
"Mecocerculus minor","Tyrannidae","Passeriformes","4","1","0","3","4","11.1","5.7","2.9","2.7","17.0","57.5","10.7","46.9","18.5","51.0","11.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-10.18","7.60","-3.20","-77.09","62120.59","Extant"
"Mecocerculus poecilocercus","Tyrannidae","Passeriformes","9","4","4","1","4","9.1","5.2","2.4","2.5","15.2","57.6","8.6","46.8","15.6","43.7","7.7","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-13.53","7.28","-3.05","-76.42","177426.02","Extant"
"Mecocerculus stictopterus","Tyrannidae","Passeriformes","31","9","15","7","7","12.3","5.8","2.9","2.8","18.0","62.4","8.9","52.4","14.5","60.2","9.4","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-17.25","9.45","-4.64","-75.25","265969.64","Extant"
"Megarynchus pitangua","Tyrannidae","Passeriformes","42","13","15","14","7","33.7","24.7","13.9","10.4","19.2","113.5","26.6","87.5","23.3","85.8","69.9","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Invertivore","Insessorial","-30.09","24.06","-6.11","-60.20","13243099.50","Extant"
"Mionectes macconnelli","Tyrannidae","Passeriformes","12","5","5","2","4","13.7","8.0","4.1","3.4","16.0","60.7","10.2","50.5","16.7","49.8","13.5","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-17.40","8.26","-1.70","-58.63","2920810.80","Extant"
"Mionectes oleagineus","Tyrannidae","Passeriformes","202","17","25","160","22","11.8","8.2","4.2","3.4","16.0","60.5","10.5","50.8","17.1","48.2","11.2","Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-22.99","21.40","-2.23","-64.38","8947569.12","Extant"
"Mionectes olivaceus","Tyrannidae","Passeriformes","42","12","17","13","24","15.4","8.9","4.1","3.4","16.8","66.1","11.2","54.7","17.0","51.5","15.3","Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-14.17","11.40","0.45","-75.37","744833.38","Extant"
"Mionectes rufiventris","Tyrannidae","Passeriformes","6","3","2","1","4","14.1","9.3","4.3","3.8","16.2","68.4","9.2","60.0","13.3","55.0","13.3","Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","-30.46","-18.60","-24.00","-49.61","1057487.40","Extant"
"Mionectes striaticollis","Tyrannidae","Passeriformes","120","45","54","21","86","14.2","8.0","4.2","3.4","17.5","66.8","11.1","56.2","16.5","53.7","15.0","Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","-17.81","7.03","-6.36","-74.72","318010.85","Extant"
"Mitrephanes olivaceus","Tyrannidae","Passeriformes","8","2","5","1","4","12.7","6.8","4.4","3.0","12.4","66.5","14.3","52.2","21.5","58.5","10.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-17.02","-5.12","-11.00","-73.69","91009.82","Extant"
"Mitrephanes phaeocercus","Tyrannidae","Passeriformes","6","2","4","0","4","12.1","6.4","4.4","2.6","12.6","70.0","17.4","51.4","25.3","63.0","8.6","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","0.59","30.09","18.48","-96.92","599510.84","Extant"
"Muscigralla brevicauda","Tyrannidae","Passeriformes","5","2","3","0","4","14.9","8.6","3.6","3.1","25.7","60.9","9.5","51.9","15.5","35.0","12.6","Dunning","NA","NO","NA","NA","Shrubland","3","1","Carnivore","Invertivore","Terrestrial","-18.59","-1.26","-9.20","-77.53","166922.92","Extant"
"Muscipipra vetula","Tyrannidae","Passeriformes","5","2","3","0","4","17.3","10.4","6.4","4.7","19.9","112.2","29.9","81.9","26.8","112.4","27.0","Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Invertivore","Insessorial","-30.81","-18.52","-25.14","-49.99","828420.00","Extant"
"Muscisaxicola albifrons","Tyrannidae","Passeriformes","9","3","6","0","4","22.9","13.1","4.7","4.6","37.5","159.8","59.8","100.0","37.3","93.4","34.0","EltonTraits_Model","NA","NO","NA","NA","Grassland","3","2","Carnivore","Invertivore","Terrestrial","-18.25","-8.77","-14.84","-71.65","285962.86","Extant"
"Muscisaxicola albilora","Tyrannidae","Passeriformes","5","2","3","0","4","19.3","11.1","4.0","3.8","30.2","113.7","37.5","76.2","33.0","70.0","22.6","Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Invertivore","Terrestrial","-50.81","-26.31","-37.79","-70.77","358526.85","Extant"
"Muscisaxicola alpinus","Tyrannidae","Passeriformes","10","2","4","4","4","17.9","9.8","3.9","3.7","31.3","126.3","37.7","88.6","29.8","78.7","26.1","Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Invertivore","Terrestrial","-3.05","6.56","1.17","-76.94","42973.19","Extant"
"Muscisaxicola capistratus","Tyrannidae","Passeriformes","9","3","5","1","5","19.3","11.0","3.9","3.8","28.1","114.6","40.6","74.1","35.3","68.8","26.6","Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Invertivore","Terrestrial","-54.03","-46.13","-49.40","-70.02","268373.35","Extant"
"Muscisaxicola cinereus","Tyrannidae","Passeriformes","4","2","2","0","4","16.8","9.4","3.2","3.4","28.6","105.6","31.3","74.3","29.6","66.5","18.6","Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Invertivore","Terrestrial","-37.22","-15.05","-24.18","-67.77","649847.82","Extant"
"Muscisaxicola flavinucha","Tyrannidae","Passeriformes","10","4","6","0","4","19.5","11.2","3.8","3.7","31.8","137.5","53.3","83.7","38.9","78.3","36.2","Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Invertivore","Terrestrial","-55.20","-17.53","-35.87","-69.93","762777.01","Extant"
"Muscisaxicola fluviatilis","Tyrannidae","Passeriformes","6","2","4","0","4","16.0","9.5","4.0","3.3","19.0","73.5","14.4","59.0","19.6","50.6","14.7","Dunning","NA","NO","NA","NA","Riverine","3","1","Carnivore","Invertivore","Terrestrial","-17.18","-2.21","-10.71","-67.82","1234514.01","Extant"
"Muscisaxicola frontalis","Tyrannidae","Passeriformes","8","0","1","7","4","21.3","12.7","4.0","3.8","31.7","117.3","37.4","79.8","31.9","72.8","28.9","Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Invertivore","Terrestrial","-41.57","-23.56","-33.21","-69.79","223028.47","Extant"
"Muscisaxicola griseus","Tyrannidae","Passeriformes","8","4","4","0","4","19.2","9.2","3.4","3.1","32.3","120.2","32.2","88.0","26.7","79.6","20.2","EltonTraits_GenAvg","NA","NO","NA","NA","Grassland","3","2","Carnivore","Invertivore","Terrestrial","-17.62","-6.91","-13.42","-73.07","313132.73","Extant"
"Muscisaxicola juninensis","Tyrannidae","Passeriformes","9","4","5","0","4","17.0","8.9","3.1","3.2","27.8","111.4","32.2","79.2","28.9","72.2","22.2","Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Invertivore","Terrestrial","-27.17","-9.63","-18.12","-68.81","514054.92","Extant"
"Muscisaxicola maclovianus","Tyrannidae","Passeriformes","14","3","11","0","9","17.5","9.0","3.5","3.5","28.9","104.1","35.3","68.8","33.9","65.8","23.8","Dunning","NA","NO","NA","NA","Grassland","3","3","Carnivore","Invertivore","Terrestrial","-55.98","-37.58","-47.22","-71.70","488724.37","Extant"
"Muscisaxicola maculirostris","Tyrannidae","Passeriformes","9","4","5","0","4","16.5","9.0","3.5","3.1","25.5","85.5","22.4","62.8","26.2","61.3","14.2","Dunning","NA","NO","NA","NA","Shrubland","3","1","Carnivore","Invertivore","Terrestrial","-52.40","6.75","-28.79","-69.66","1996565.98","Extant"
"Muscisaxicola rufivertex","Tyrannidae","Passeriformes","8","3","4","1","4","19.5","11.2","3.6","3.6","28.2","105.2","28.3","76.8","26.9","71.3","20.0","Dunning","NA","NO","NA","NA","Grassland","3","2","Carnivore","Invertivore","Terrestrial","-38.28","-6.01","-20.92","-69.34","1016279.42","Extant"
"Myiarchus antillarum","Tyrannidae","Passeriformes","6","0","1","5","4","23.5","13.9","6.4","5.1","22.6","85.3","14.8","70.5","17.3","77.5","23.4","Dunning","NA","NO","NA","NA","Woodland","2","1","Carnivore","Invertivore","Insessorial","17.93","18.52","18.23","-66.41","9177.01","Extant"
"Myiarchus apicalis","Tyrannidae","Passeriformes","5","2","3","0","4","21.6","13.7","7.4","5.8","22.3","87.4","7.3","79.4","8.4","88.8","29.2","Dunning","NA","NO","NA","NA","Shrubland","2","1","Omnivore","Invertivore","Insessorial","1.18","6.52","4.10","-75.08","41557.90","Extant"
"Myiarchus barbirostris","Tyrannidae","Passeriformes","4","1","2","1","4","19.6","11.5","6.8","4.2","18.0","71.2","11.1","60.2","15.4","69.8","13.4","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","17.70","18.53","18.16","-77.31","11021.79","Extant"
"Myiarchus cephalotes","Tyrannidae","Passeriformes","21","6","9","6","4","21.7","12.4","6.5","5.7","21.3","88.8","14.4","74.5","16.2","87.4","26.2","Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","-17.71","10.63","-3.67","-73.89","292641.44","Extant"
"Myiarchus cinerascens","Tyrannidae","Passeriformes","6","3","3","0","4","23.0","14.3","6.8","6.2","22.4","96.0","19.8","77.0","20.4","89.7","28.2","Dunning","NA","NO","NA","NA","Shrubland","2","3","Carnivore","Invertivore","Insessorial","19.50","47.60","34.01","-109.65","3499111.39","Extant"
"Myiarchus crinitus","Tyrannidae","Passeriformes","18","4","6","8","4","22.7","15.5","8.5","6.9","21.8","98.8","21.6","79.4","21.4","88.1","32.1","Dunning","NA","NO","NA","NA","Woodland","1","3","Omnivore","Invertivore","Insessorial","8.61","55.55","40.77","-88.84","5137539.15","Extant"
"Myiarchus ferox","Tyrannidae","Passeriformes","24","9","14","1","4","21.7","14.4","7.7","5.8","21.8","85.8","12.2","73.4","14.2","86.9","27.5","Dunning","NA","NO","NA","NA","Forest","2","1","Omnivore","Invertivore","Insessorial","-30.33","10.41","-8.38","-57.25","11854121.16","Extant"
"Myiarchus magnirostris","Tyrannidae","Passeriformes","4","2","2","0","4","18.6","11.2","5.7","4.2","21.2","67.0","9.4","57.6","14.0","64.2","14.7","Dunning","NA","NO","NA","NA","Shrubland","2","1","Carnivore","Invertivore","Insessorial","-1.41","0.65","-0.56","-90.90","7776.32","Extant"
"Myiarchus nugator","Tyrannidae","Passeriformes","5","2","3","0","4","27.4","17.9","8.7","6.8","24.8","95.8","13.2","82.6","13.8","89.8","37.0","Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","11.99","13.38","12.70","-61.42","774.93","Extant"
"Myiarchus nuttingi","Tyrannidae","Passeriformes","5","2","3","0","4","17.5","12.3","6.5","5.5","18.9","83.2","14.9","65.6","18.5","81.9","23.0","Dunning","NA","NO","NA","NA","Woodland","2","2","Omnivore","Invertivore","Insessorial","9.55","30.49","19.81","-100.14","634487.92","Extant"
"Myiarchus oberi","Tyrannidae","Passeriformes","4","2","2","0","4","25.8","16.3","8.1","6.4","23.3","95.8","14.7","81.1","15.3","89.0","34.7","Dunning","NA","NO","NA","NA","Forest","2","1","Omnivore","Invertivore","Insessorial","13.70","17.73","15.48","-61.39","4421.69","Extant"
"Myiarchus panamensis","Tyrannidae","Passeriformes","7","3","3","1","6","21.6","14.6","7.7","6.4","23.0","90.4","15.5","74.7","17.2","88.6","31.7","Dunning","NA","NO","NA","NA","Woodland","2","1","Omnivore","Invertivore","Insessorial","0.97","11.39","8.02","-75.54","370862.95","Extant"
