#downloaded from http://genomics.senescence.info/species/dataset.zip # I have deleted single quotes by hand
HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
03265	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	monachus	Monk saki					1			120.67		1780		25	671	captivity	tiny	acceptable						434,436,467,542,610,671,681
03266	Animalia	Chordata	Mammalia	Primates	Pitheciidae	Pithecia	pithecia	Guianan saki	775	1460	158	122	1	1	319			1480		36	671	captivity	large	high						434,436,455,467,610,671,679,681
03267	Animalia	Chordata	Mammalia	Primates	Tarsiidae	Tarsius	bancanus	Western tarsier	920		178	80	1	1.5	270	24.6		122.5		16.3	671	captivity	small	acceptable						434,436,455,467,610,671,681
03268	Animalia	Chordata	Mammalia	Primates	Tarsiidae	Tarsius	spectrum	Spectral tarsier	425	425	157	69	1	2.4	153	24.3		144.8				unknown	small	low			0.831	173	309.15	36,420,434,436,455,463,467,610,671,679,680,681
03269	Animalia	Chordata	Mammalia	Primates	Tarsiidae	Tarsius	syrichta	Philippine tarsier			179	83	1			25.9		119.2		16	671	captivity	tiny	acceptable			0.43	113	306.95	36,420,434,436,455,463,467,610,671,679,681
03270	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Elephas	maximus	Asian elephant	3287	3287	644	548	1	0.2	1141	107000		3.178e+06		65.5	671	captivity	large	acceptable			2336.5	3.672e+06	308.95	2,36,434,436,455,536,568,610,671,680,1006,1097,1136,1143
03271	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	africana	African elephant	4018	3650	670	1071	1	0.2	1707	105000	600000	4.8e+06	0.0003	65	671	captivity	large	acceptable	0.002	8			309.35	2,434,455,536,610,671,676,677,680,731,1025,1080,1081,1097,1136,1143
03272	Animalia	Chordata	Mammalia	Rodentia	Abrocomidae	Abrocoma	bennettii	Chinchilla-rat					3	2				265.5		2.3	671	captivity	small	acceptable						434,455,671
03273	Animalia	Chordata	Mammalia	Rodentia	Aplodontiidae	Aplodontia	rufa	Mountain beaver	730	730	29	56	2.75	1	365	25.5	393	1125	0.0288			unknown	small	low			1.892	706.8	311.15	36,420,434,441,455,573,731,1136
03274	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Cryptomys	anselli	Ansells mole-rat	365	365								90	0.006	20.6	Philip Dammann and Hynek Burda, pers. comm.	captivity	medium	acceptable		2				533,696,702,941
03275	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Cryptomys	damarensis	Damaraland mole-rat	511		93	83	2.5	1		9		180		15.5	Bruce Goldman, pers. comm.	captivity	medium	acceptable			0.418	131.3	308.35	36,420,434,924,966
03276	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Cryptomys	hottentotus	African mole rat	450		81	46	2.86	1.5	132	8.63	26.1	132.5		11	671	captivity	small	questionable			0.35	78.9	307.55	36,420,434,455,671,817
03277	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Cryptomys	mechowi	Giant mole-rat			112	65	2.6		112	19.6		250	0.006	16	957	captivity	medium	questionable					307.15	530,531,957,978,1032
03278	Animalia	Chordata	Mammalia	Rodentia	Bathyergidae	Georychus	capensis	Cape mole-rat	304	304	44	17	5	2		8.4	36	181		11.2	671	captivity	tiny	questionable			0.637	193	309.55	36,420,434,455,671
